agreeableness,informal,swear,netspeak,assent,nonflu,filler,help,office,dance,money_empath,wedding,domestic_work,sleep,medical_emergency,cold,hate,cheerfulness,aggression,occupation,envy,anticipation_empath,family_empath,vacation,crime,attractive,masculine,prison,health_empath,pride,dispute,nervousness,government,weakness,horror,swearing_terms,leisure_empath,suffering,royalty,wealthy,tourism,furniture,school,magic,beach,journalism,morning,banking,social_media,exercise,night,kill,blue_collar_job,art,ridicule,play,computer,college,optimism,stealing,real_estate,home_empath,divine,sexual_empath,fear_empath,irritability,superhero,business,driving,pet,childish,cooking,exasperation,religion,hipster,internet,surprise_empath,reading,worship,leader,independence,movement,bodyr__empath,noise,eating,medieval,zest,confusion,water,sports,death_empath,healing,legend,heroic,celebration,restaurant,violence,programming,dominant_heirarchical,military,neglect,swimming,exotic,love,hiking,communication,hearing,order,sympathy,hygiene,weather,anonymity,trust_empath,ancient,deception,fabric,air_travel,fight,dominant_personality,music,vehicle,politeness,toy,farming,meeting,war,speaking,listen,urban,shopping,disgust_empath,fire,tool,phone,gain,sound,injury,sailing,rage,science,work_empath,appearance,valuable,warmth,youth,sadness_empath,fun,emotional,joy_empath,affection,traveling,fashion,ugliness,lust,shame,torment,economics,anger,politics,ship,clothing,car,strength,technology,breaking,shape_and_size,power_empath,white_collar_job,animal,party,terrorism,smell,disappointment,poor,plant,pain,beauty,timidity,philosophy,negotiate,negative_emotion,cleaning,messaging,competing,law,friends,payment,achievement,alcohol,liquid,feminine,weapon,children,monster,ocean,giving,contentment,writing,rural,positive_emotion,musical
72.5,2.789529589,1.001164763,0.686371588,0.753967259,0.318387565,0.024751622,0.135346373,0.142593069,0.20453683,0.515649994,0.173976385,0.185557753,0.171441523,0.121887556,0.22435285,0.455458661,0.06934721,0.152224152,0.125781503,0.118787436,0.045338392,0.379182155,0.257945175,0.113347739,0.318995546,0.433468934,0.079317346,0.121745612,0.050794624,0.208821912,0.139306911,0.13024471,0.074990462,0.050841696,0.677538652,0.241068473,0.345347793,0.112864616,0.107951948,0.033305108,0.056407446,0.269245065,0.071932443,0.056234422,0.062921389,0.098776041,0.235201333,0.680049097,0.091669847,0.190654955,0.124022768,0.024274504,0.195610773,0.162448426,1.151440606,0.06362385,0.19233909,0.594799625,0.093424562,0.268083727,0.257553797,0.442097387,0.059345864,0.133603036,0.010083183,0.121518458,0.498194987,0.188096592,0.053585873,0.215195924,0.31368216,0.015195577,0.032686428,0.08719515,0.455459819,0.053359033,0.309510161,0.211741252,0.206849628,0.017413435,0.271008953,0.308165261,0.137462286,0.395591605,0.052076373,0.032362195,0.206458522,0.065353534,0.941666169,0.224427969,0.268523684,0.132870017,0.26460439,0.239108635,0.19006563,0.475059752,0.038173429,0.071350773,0.138796736,0.021600346,0.038391027,0.011834178,0.344589064,0.0462746,0.581413209,0.37262666,0.159577144,0.03774323,0.073080227,0.167020201,0.002680852,0.457955842,0.096302922,0.182557204,0.073299912,0.048105941,0.303505979,0.039566344,0.459043496,0.124020688,0.089290232,0.588343263,0.025890107,0.148998117,0.190125287,0.858894592,0.567168217,0.094536509,0.273146523,0.038115474,0.106085101,0.038400474,0.30076123,0.191984458,0.14109165,0.203736688,0.092664402,0.046571622,0.120458518,0.25687817,0.27001474,0.428458595,0.063228014,0.284641779,0.111890488,0.499244532,0.250792343,0.039683508,0.264512246,0.26540589,0.077484472,0.04841561,0.059229445,0.295960439,0.068263191,0.467959396,0.041482601,0.089557835,0.052463155,0.133843523,0.139520579,0.440113508,0.066669741,0.206819655,0.298810343,0.194166122,0.096700882,0.134551149,0.380939483,0.050084053,0.098443042,0.063090806,0.08823057,0.073979258,0.44113227,0.16707673,0.038962244,0.068918,0.273339879,1.404376321,0.107363217,0.178286383,0.604185459,0.113327704,0.641084001,0.362171546,0.645319663,0.227021196,0.207404986,0.23573486,0.25201204,0.433028262,0.110386536,0.109258262,0.516006302,0.102446821,0.163618052,0.08448391,0.836256689,0.444307332
85,0.651152549,0,0.267748818,0.265620701,0.071763701,0,0.310492991,0.156175275,0.094326599,0.629792032,0.144653313,0.071876383,0,0.019593151,0.115949614,0.173661705,0.137726304,0.022583559,0.049141528,0,0.061872765,0.267676263,0.026483051,0.039984006,0.708173707,0.164741121,0.22172949,0.038043936,0.08438479,0.50550619,0.129950338,0.116310346,0.006889899,0,0.028761101,0.229658344,0.167644133,0.265486238,0.067351011,0.040005868,0,0.401237128,0.130048937,0.036470329,0.225980275,0,0.155690628,0.272503881,0.368991196,0.052452137,0.316723535,0.042789902,0.553235449,0,0.43019051,0.018618507,0.231468841,0.525329805,0.013779799,0.029086481,0.116521246,0.225889871,0.075594812,0.141156568,0.006351626,0,0.298169649,0,0.107051343,0.193793784,0.012380834,0,0.157801267,0.081300813,0.502933881,0.061872765,0.306003676,0.195993599,0.166482937,0.075397178,0.341400489,0.346391462,0.281952314,0.183706395,0.133773081,0.203424936,0.06657445,0.02958043,0.453747134,0.399387598,0.21409462,0.182510688,0.403922051,0.220440203,0.055432373,0.263087976,0.149823649,0.164333147,0.065512393,0.060495855,0.148118256,0,0.639804995,0.006351626,0.894904249,0.233041027,0.244032193,0.119105966,0,0.495605855,0.095418377,0.401761269,0.145221386,0.036177638,0.162601626,0,0.550309355,0.071178327,0.242243023,0,0.145124459,0.325279513,0.107051343,0.281046651,0.348102661,1.129262643,0.274709398,0.012703252,0.084445305,0.023057273,0,0.006351626,0.184382875,0.107390455,0.304535874,0.136936603,0.023228804,0.022583559,0.309662341,0.407041242,0.345748829,0.23770324,0.006351626,0.174072528,0.316213236,0.192303662,0.05817,0.190787504,0.28188998,0.273745664,0.016705647,0,0.144715766,0.156146351,0.106015527,0.176024599,0.083553128,0.079756806,0,0.191688107,0,0.277425585,0.24894643,0.131442798,0.351445151,0.211804026,0.049141528,0.129634902,0.424497752,0.033085913,0.491474911,0.023057273,0.112776124,0.006889899,0.251665446,0.508238745,0.019593151,0.281284331,0.035795398,0.240689588,0.023228804,0.018618507,0.526387845,0.136938682,0.561026627,0.326871189,0.530917741,0.190921674,0.023228804,0.182883915,0.128630419,0.435361264,0.140484684,0.030118703,0.316750338,0.446102706,0.470528442,0.032002392,1.032000266,0.173655774
11,2.90256454,0.421733569,1.061440832,1.059180904,0.397546898,0.075757576,0.298690656,0,0.06609462,0.041322314,0.233718487,0.085081585,0.123376623,0.13641331,0.330139632,0.500639067,0.178571429,0.292207792,0.297331345,0.265151515,0,0.670704296,0.110722611,0.006684492,1.064939891,0.089666427,0,0.332562567,0.004995005,0.20497694,0.314373873,0.054713805,0.034965035,0.378787879,0.154958678,0.151515152,0.252623194,0.265151515,0.045454545,0.085470085,0.035438418,0.293016081,0.113636364,0.053146853,0.255273321,0.090909091,0.016233766,0.443623709,0.014985015,0.032467532,0.193722944,0,0.263183786,0.694444444,0.237111373,0.021645022,0.118995319,0.968393777,0.006684492,0.083863107,0.253196299,0.263022657,0.095959596,0.651515152,0.011086475,0,0.113636364,0.083211797,0.763798009,0.821959087,0.274891775,0,0,0.070267896,0.499214016,0,0.706373288,0.064935065,0.097976594,0.045454545,0,0.312185151,0,0.101731602,0.113636364,0.085095799,0.477618044,0.018181818,0.117480559,0.45526227,0.4468805,0.220959596,0.104032743,0.507201132,0.010822511,0.621501493,0.058301913,0,0.029434026,0.065248069,0.018181818,0.230243613,0.956171547,0,1.149696528,0.346964929,0.160498543,0.043706294,0.007331378,0.127748069,0,0.514002205,0.431818182,0.212082926,0,0,0.102495544,0.556277056,0.092592593,0.103025317,0.266414141,0.293929555,0.005411255,0.107376483,0.00967118,0.987758308,0.349155548,0.041322314,0.235452048,0,0.064935065,0,0.197167756,0.062775934,0,0.193722944,0.053146853,0,0.084930653,0.042540793,0.479965807,0.042873793,0.083116883,0.461858848,0.265464519,0.202020202,0.369172494,0.043706294,0.480135806,0.179428415,0.151515152,0.109848485,0.043706294,0.448118058,0.034965035,0,0.151515152,0.016835017,0.034965035,0.041322314,0.068060282,0.338152336,0.13544699,0.037878788,0.371165436,0.047155226,0.342785891,0.560869934,0.44307245,0,0.064935065,0.00999001,0.085470085,0.002970885,0.296602907,1.024976657,0.038510101,0.056818182,0.00999001,1.412531557,0.061471861,0.409076463,0.070512821,0.037878788,1.417853021,0.007575758,0.138267778,0.005411255,0.114502165,0.923622875,0,0.772951688,0,0.28041958,0.27533958,0.296602907,0.438560459,0.026737968,1.275596824,0.227272727
0,0.347473999,0,0.154228461,0.040016006,0.066649445,0,0.245145331,0,0.028344671,0.683728645,0.155504062,0.259792338,0.043421624,0.025195263,0.030459945,0.727732954,0.026164312,0.266300249,0.042159649,0.047460845,0.026164312,0.55332718,0,0,0.16723356,0,0,0.2810711,0.016326531,0.178726102,0.06422935,0,0.16715954,0.016326531,0,0.578231293,0.775178315,0.028344671,0,0.088731145,0,0.358937756,0.135475925,0,0.54728228,0.017442875,0.055658627,0.407720334,0.06685064,0.043421624,0.021710812,0,0.113378685,0.14739229,0.038860529,0,0.25156911,0.61829243,0.051020408,0.408163265,0.401001231,2.751422663,0.077435229,0.170998029,0.017442875,0,0.425496091,0,0,0.137613147,0.191713049,0.040016006,1.869274367,0.113378685,0.521227675,0.026164312,1.162134403,2.609409518,0.133876335,0.042517007,0.238278361,0.030459945,0.017442875,0.136054422,0,0.052328624,0.357657541,0,0.084000357,0.442411944,0.375107233,0.315172623,0.268175124,0,0.136054422,0.20182843,0,0,0,0.082506849,0,0,0.558357099,0,1.022533301,0.214192812,0.03599575,0.099458275,0.088731145,0.047460845,0,0.486138766,0,0.197072525,0,0.040016006,0.093113102,0.026164312,0.085867783,0,0.165471995,0.447023794,0,0.579006531,0,1.612323333,0.370950611,0,0.433358529,0.056342537,0.016326531,0.081632653,0.114214616,0.213251239,0.017442875,0.111255025,0,0,0.255354886,0.058843537,0.155869527,0.077369439,0,0.211644658,0.670631721,0,1.244847977,0.078161742,0.436326546,0.206528727,0.113378685,0.034013605,0,0.200740823,0,0.055658627,0.056342537,0.141723356,0,0,0,0.499788791,0.025195263,0.335492868,0.082282153,0.102733787,0,0.151507979,0.408163265,0,0,0.098820623,0.043421624,0,0.073881569,1.368752944,0.060177917,0.374803768,0,0.847407721,0,0.129540196,0,0.051020408,0.312571674,0.163613689,0.273963763,0.065132436,0,0.042517007,0,0.477951076,0,0.026164312,0.757018286,0.082457375,0.663830509,0.15487223,0.929130252,0.034299434
54,1.570524846,0.591107597,0.457141942,0.36293038,0.149119465,0.017518314,0.233890743,0.196752938,0.105641243,0.352098897,0.528933884,0.337281126,0.214692376,0.187728819,0.385583266,0.483865862,0.076654929,0.070398326,0.218375488,0.066357045,0.048766398,0.603991955,0.37057919,0.142979876,0.392742217,0.203389975,0.038658813,0.415822784,0.012476569,0.191430281,0.358171344,0.12005104,0.044158291,0.040047616,0.327185129,0.319403576,0.308688178,0.064055783,0.119867521,0.065991336,0.11557817,0.516711947,0.046393122,0.134723761,0.126829437,0.170266073,0.238822301,0.919536611,0.124246381,0.189186161,0.086243414,0.061154714,0.111373405,0.090377668,0.292032753,0.38744503,0.584833401,0.930279606,0.085661358,0.163605844,0.457661658,0.134338956,0.393128344,0.151609072,0.02374248,0.009120904,0.604787719,0.231247987,0.170880778,0.379317535,0.287856309,0.011962625,0.063392245,0.127423006,0.986005091,0.065872391,0.276062248,0.071831512,0.141725855,0.046334948,0.279149722,0.334199093,0.096362564,0.355058359,0.016214292,0.082007432,0.153152336,0.11239644,0.295311685,0.243633969,0.355381929,0.043318764,0.131111985,0.69787059,0.340269188,0.408919564,0.087653678,0.031992884,0.05212359,0.041214319,0.125025468,0.027829031,0.573251443,0.069226541,0.855269475,0.249491531,0.181305233,0.079204118,0.094537024,0.175871904,0.254264655,0.549448853,0.078099373,0.076398016,0.122386954,0.082050554,0.083852396,0.034193732,0.184404952,0.143757568,0.07076091,0.168848341,0.054934929,0.523170845,0.075512593,0.702988514,0.310297852,0.056955507,0.205581013,0.01667083,0.090748818,0.016072382,0.455305577,0.093883049,0.11189825,0.188436489,0.111316692,0.033339033,0.157913618,0.571039837,0.551201388,0.23700476,0.089379643,0.407693741,0.232459023,0.191386183,0.31147728,0.072239159,0.321326138,0.549062207,0.167346672,0.138086747,0.127200439,0.402066901,0.079592184,0.29379676,0.025666716,0.064433274,0.050241564,0.23341472,0.140957254,0.291819782,0.141780818,0.222975142,0.275679488,0.12726588,0.171338102,0.136763829,0.865125939,0.011835599,0.086266001,0.024271568,0.134283056,0.046880932,0.414538298,0.198098948,0.084443154,0.104000071,0.057787817,1.195795505,0.175899369,0.472413794,0.196622925,0.080012483,0.880524395,0.272089795,0.20934493,0.275666648,0.275050723,0.387870588,0.076065436,0.75602026,0.026148693,0.13455907,0.594566951,0.248278088,0.193603689,0.079448036,1.138956565,0.123334311
10,1.601334967,0.494839006,0.602279404,0.489662286,0.192448279,0,0.236979121,0.087993994,0.236679257,0.102109024,0.417380723,0.417493514,0.220674476,0.369744263,0.355630802,0.460393244,0.0174703,0.153653005,0.097817431,0.005421817,0.059005727,0.741558396,0.250096262,0.07679988,0.755429618,0.153192532,0.082855437,0.398808976,0.005197775,0.034812315,0.409416615,0,0.177660072,0.164649175,0.312315648,0.172029911,0.534037231,0.093786293,0.086978884,0.014841275,0.165777601,0.303544569,0.014293882,0.112296172,0.01572327,0.163120694,0.021794561,0.568871989,0.110020741,0.127469295,0.142371091,0.080363382,0.474496184,0.094153051,0.081366038,0.133606274,0.256614374,0.754597885,0.062697666,0.209920491,0.48656932,0.2817944,0.215037619,0.323910914,0.094838774,0.011435106,0.456237091,0.391156297,0.195406467,0.224786328,0.240265242,0,0.015085218,0.146616371,0.533934824,0.058993696,0.22042843,0.159343476,0.135674592,0.008858181,0.139475079,0.609968767,0.051461906,0.26206602,0,0.151990818,0.091547179,0.186861729,0.163849763,0.130481394,0.156568136,0.012331977,0.247863153,0.247882645,0.121098563,0.431639388,0.086498531,0.006227038,0.046681421,0.033101622,0.093060194,0.007146941,0.648387257,0.077425195,0.319878121,0.136846414,0.155722588,0.151990818,0.110777587,0.144870629,0,0.146372501,0.089181594,0.01048218,0.808061793,0.083191907,0.07891989,0.034021111,0.493098726,0.263554796,0.03322197,0.46173103,0.025164634,0.11422622,0.006227038,0.400576479,0.312347547,0.040568915,0.452577883,0.044433709,0.096033892,0.064013692,0.243939382,0.094909588,0.108637435,0.338913113,0.086638094,0.109813317,0.222106495,0.45180279,0.431532267,0.145944558,0.105320954,0.329517629,0.237986674,0.102685777,0.357805518,0.151990818,0.557237796,0.227720493,0.227517437,0.316617706,0.181939905,0.473262068,0.092080306,0.317440205,0.037830425,0,0,0.356278807,0.29386864,0.19424833,0.025922938,0.272908065,0.691907462,0.051938731,0.094657264,0.326668027,0.420547797,0.014974543,0.135351478,0.033101622,0.08659042,0.141878417,0.67554989,0.652983078,0.07277355,0,0.058324779,0.898291068,0.278408296,0.225637477,0.079648664,0.046493542,0.562543505,0.152018127,0.181921501,0.124639994,0.271230659,0.667612833,0.158101887,0.956492487,0.122145294,0.355640821,0.499464662,0.300538133,0.1234837,0.062051703,1.005368894,0.451953516
15,1.68764598,0.457577227,0.602527777,0.38828331,0.23259766,0.006660007,0.118656183,0.139998941,0.174809338,0.302049385,0.6125834,0.52935592,0.105050505,0.029508476,0.277208209,0.48593142,0.429928479,0.140158849,0.113929512,0,0.059039919,0.423230549,0.239716029,0.008841733,0.40070276,0.280624699,0.036630037,0.062662578,0.039596904,0.180626212,0.200839299,0.094311818,0.048840049,0.029950582,0.408629362,0.276785123,0.522481625,0,0.073260073,0.053846154,0.041811039,0.215749208,0,0.004498426,0.017094017,0.150922177,0.156143737,0.320348344,0.091811983,0.176845377,0.080636605,0.112155485,0.378556527,0.083958504,0.229166623,0.053771785,0.193141736,0.81987326,0.008841733,0.238031563,0.619562584,0.179738562,0.294122278,0.078077079,0.023286238,0.025641026,0.293898651,0.607452919,0.147404794,0.923233983,0.584939095,0,0,0.157198611,0.092448943,0.140788911,0.190585759,0,0,0,0.23801889,0.449297086,0.102175602,0.475107128,0.085470085,0.089047453,0.129295544,0.072874494,0.32894358,0.161186966,0.137953733,0,0.091195649,1.102382534,0.129661456,0.771842915,0.129489515,0,0,0.006033183,0.072874494,0,0.331611142,0.156670095,0.626357324,0.251245543,0.118385461,0.031813865,0.188258479,0.067561477,0,0.367344631,0.125581047,0.205046022,0.007541478,0.012820513,0.150640675,0.148727195,0.254618084,0.614653144,0.118017548,0.22391846,0.051282051,0.299083041,0.102614627,0.648653233,0.375294823,0.046153846,0.19795078,0.042735043,0.070089051,0.291819292,0.184300103,0.073565324,0.058572147,0.108223192,0.096184517,0.082182774,0.10703492,0.344326898,0.339673327,0.14041514,0.012039904,0.402674114,0.075084015,0.231557722,0.331761423,0.037765402,0.220327185,0.225217985,0.062271062,0.018225239,0.065038672,0.380567986,0,0.227927483,0.042735043,0,0.102151816,0.165276858,0.596387783,0.550172356,0.08899582,0.439285541,0.414337681,0.047680572,0.113774394,0.111137887,1.182338774,0,0.029862611,0,0.104932661,0.226554807,0.461505901,0.089780545,0.106220932,0.043044437,0,1.723814895,0.271677812,0.181563678,0.231738587,0.094311818,0.785616059,0.262595961,0.307379612,0.30250531,0.438573655,0.258668717,0.355290304,0.664660021,0,0.027808449,0.308347971,0.163974205,0.152236652,0.136587771,0.982173684,0.149394766
29,0,0,0,0,0,0,0.606416994,0.606416994,0,0,0,0.606416994,0.606416994,0,0.606416994,0,0.606416994,0,0,0,0.606416994,0,0,0,0,0,0,0,0,0,0.606416994,0.606416994,0,0,0,0.606416994,0,0,0,0,0.606416994,1.212833989,0,0,0,0,0,0,0.606416994,0,0,0,0,0,0,0.606416994,0.606416994,0.606416994,0,0,0.606416994,0.295857988,0,0,0.606416994,0,0.606416994,0,0.606416994,0.606416994,0.606416994,0,0,0,0.606416994,0.606416994,0,0,0,0,0,0.606416994,0,0.606416994,0,1.212833989,0,0,0.606416994,0,0,0,0,0,0.606416994,0.606416994,0.606416994,0,0,0.606416994,0,0,1.819250983,0,1.819250983,0.606416994,0,0.606416994,0.606416994,0,0,0.295857988,0.606416994,0,0,0,0,0,0,0,0.606416994,0,0,0,0,1.508691977,0.606416994,0,0,0,0,0,0,0,0,0,0,0,0.606416994,1.212833989,0,0,0,0,0,0,0.606416994,1.212833989,1.819250983,0.606416994,0,0,0.606416994,0.606416994,0,0,0,1.212833989,0,0,0,0,0.606416994,0,0,0,0,0,0,0,0,0,0,0,0.606416994,0,0,0.606416994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212833989,0,0,1.212833989,0
23,1.93236715,0.27173913,0.27173913,1.388888889,0,0,0,0,0,0,0,0.27173913,0,0,0,0,0.853134479,0,0.27173913,0,0.853134479,0,0,0,0,0.27173913,0,0,0,1.136363636,0,0,0,0,0,0,0,0,0,0,0,0.815217391,0,0,0,0,0,0,0,0,0,0.27173913,0,0,0,0.27173913,0.815217391,0.853134479,0,0,0,0.27173913,0,0,0,0,0.27173913,0,0,2.242023368,0,0,0,0,0,0.853134479,1.408102767,0,0,0,0,0,0,0,0,1.706268959,1.388888889,0,0,0,0,0,0,0,0,0,0.27173913,0,0,0.853134479,0,0,1.706268959,0,1.388888889,9.667708429,0,0.853134479,0,0,0,0.27173913,0,0.27173913,0,0,0,0,0.27173913,0,1.989498116,0,0,0,0,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0.815217391,1.136363636,0,0,0,0,0,0,1.706268959,3.695767074,0,0,0,0,0,0,0.27173913,0,0,0,0,0,0,0.543478261,0,1.93236715,0,0.27173913,0,0,0,0,0,0.27173913,0,0,0,0,0.853134479,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388888889,0,0,0.27173913,0.853134479,0,0,1.706268959,0
85,1.494865764,0.112789432,0.20628098,0.886547386,0.235681194,0.022295523,0.204044326,0.230567871,0.453182791,0.207671914,0.252187132,0.308921029,0.087861586,0.086261869,0.310894249,0.365355387,0.154583524,0.107442031,0.30465132,0.045619422,0.032350046,0.239120739,0.199068048,0.067721067,0.200906178,0.141148637,0.040416425,0.075560427,0.079665023,0.283149634,0.319915776,0.062537502,0.03010914,0.106260976,0.171953728,0.265744247,0.299559267,0.03404786,0.092054401,0.054644136,0.022384116,0.494453471,0.040254784,0.025785362,0.304101531,0.102269971,0.11574871,0.59999638,0.063504324,0.04686298,0.101375522,0.19982559,0.928514401,0.031704337,0.580324735,0.489447067,0.31276194,1.111564925,0.04124047,0.091250595,0.163514368,0.15479869,0.104033989,0.259015545,0.050334109,0.037538643,0.621704754,0.14108557,0.039371174,0.175143321,0.058859816,0.092992352,0.100977483,0.102521407,0.642951423,0.163026618,1.133423306,0.058571085,0.093948504,0.052844509,0.231616086,0.29316077,0.397618545,0.106167854,0.006602539,0.090219245,0.327865305,0.023760062,0.276521565,0.226621766,0.252590191,0.094077509,0.190544735,0.186654682,0.055950055,0.4742486,0.358435541,0.027097002,0.045653082,0.14045425,0.009559765,0.009320659,0.915943668,0.062921277,1.371557254,0.678006401,0.181265026,0.148685741,0.043514537,0.220350801,0.02043713,0.551148562,0.05071675,0.103090321,0.06187798,0.042374447,0.223598281,0.033455387,0.964708976,0.069888043,0.195896544,0.252038579,0.024204934,0.204666361,0.103353034,1.360364041,0.868905955,0.03587227,0.225748219,0.103543798,0.037725036,0.071012681,0.27075371,0.104521044,0.439643172,0.104385048,0.026535116,0.10716818,0.410301911,0.682416272,0.143911455,0.222531741,0.044189905,0.16651401,0.282030077,0.399802037,0.238797232,0.12338581,0.585139911,0.282494916,0.068646278,0.018421133,0.184380435,0.463617845,0.041249926,0.397249491,0.138187057,0.029352102,0.021879672,0.037440606,0.106152525,0.442413457,0.430059815,0.089186249,0.191553253,0.146054872,0.241626543,0.086963828,0.256796097,0.01178862,0.044261797,0.06609118,0.274335914,0.052434891,0.401174651,0.206582671,0.04558396,0.308490413,0.040881912,0.871314453,0.06718888,0.334802581,0.22939901,0.061355229,0.897511011,0.120050684,0.895407931,0.035856273,0.037768831,0.091559819,0.084127666,0.333644448,0.048773875,0.036378913,0.791801741,0.199091459,0.754911041,0.063837759,1.805013156,0.755276417
17,1.786320411,0.396707772,0.305652435,0.78787764,0.416304814,0.056007609,0.105648309,0.121682471,0.155677656,0.132274466,0.186912857,0.072938996,0.183378014,0.100592637,0.346944007,0.138116898,0.095207206,0.02724276,0.145462021,0.008903134,0.005935423,0.229480414,0.229447696,0.05938969,0.428401246,0.276051527,0.032289419,0.125671673,0,0.348152206,0.315477919,0.176500567,0.036313018,0.003096742,0.313978448,0.198154821,0.340444376,0.235042735,0.032950877,0.004302186,0.12972621,1.201520155,0.104657248,0.350645472,0.144547096,0.135046071,0.037008002,0.758431029,0.018315018,0.165912519,0.119612448,0.050419217,0.315488555,0.161632421,0.731982957,0.189623696,0.573727337,0.574299813,0.071225071,0.005920803,0.193699085,0.625,0.082535464,0.127830875,0.006193484,0,0.666496759,0.046159802,0.230642373,0.504238353,0,0.003096742,0,0.378217286,0.268508975,0.144310091,0.798871571,0.486144052,0.232725339,0.021338049,0.385460688,0.218200265,0,0.020032051,0,0.044734959,0.197435995,0.275720397,0.224496165,0.698293845,0.183604422,0.091575092,0.123246971,0.198728068,0.098123399,0.543039285,0.153261844,0.004057124,0.029391517,0.095942185,0.222301593,0.071225071,0.249165069,0.135579865,0.833716553,0.37208643,0.186216878,0.060793689,0.075286936,0.174025615,0.005128205,0.245389728,0.01854776,0.01393534,0.09201325,0.209975321,0.065783001,0.099667919,0.213625399,0.046961585,0.147587353,0.358298653,0,0.375609265,0.046046164,1.028277111,0.286139429,0.02090675,0.409123326,0.034064164,0.047173973,0,0.444546868,0.085055857,0.014568765,0.230455259,0.284525694,0.01927564,0.825388888,1.286417585,0.415702813,0.051915575,0.15401158,0.433982773,0.339238071,0.060448583,0.242817095,0.035831825,0.318050548,0.409688193,0.060525737,0.052406407,0.046551925,0.500992635,0.093053327,0.066516011,0.022372383,0.059449529,0.127725729,0.317402691,0.030525031,0.504680038,0.179085812,0.202812101,0.343455574,0.109519722,0.106144841,0.076626154,0.267650644,0.010339123,0.030967422,0.003096742,0.197378556,0.012422016,0.419457929,0.218803419,0.076353276,0.095100526,0.003908693,1.23608744,0.061781536,0.368418545,0.185958737,0.135879791,0.963699096,0.106706821,0.427501938,0.061784522,0.161554826,0.404606288,0.077744095,0.586421329,0.292763724,0.160505449,0.298638159,0.156306284,0.251447192,0.158194584,0.681237256,0.259301808
83,1.837327305,0.224932054,0.504660981,0.675608332,0.517023704,0.040433585,0.114041983,0.225026721,0.103799245,0.440394897,0.109892197,0.124866305,0.205621021,0.247453385,0.169893646,0.302673167,0.022383591,0.13576598,0.152324997,0.024528301,0.006987353,0.21403029,0.247533118,0.018935008,0.215922535,0.099656693,0.031289104,0.153579829,0.033838103,0.16106286,0.076988463,0.197558717,0.154298747,0.007095863,0.231071584,0.369213657,0.428178532,0.020192477,0.092651327,0.045137862,0.10569756,0.126695453,0.027267994,0.034148922,0.137662346,0.120568014,0.24079406,0.907804732,0.184331265,0.112434334,0.093048032,0.029323807,0.119750328,0.037758602,1.245223671,0.163671915,0.085518183,0.61683743,0.0705534,0.149996405,0.093692508,0.109529947,0.01440793,0.045110565,0.020487377,0.005604292,0.481220089,0.114910629,0.011901395,0.07963223,0.069066435,0.015054358,0.010236701,0.08402169,0.778289603,0.039583209,0.222100632,0.024870018,0.128448761,0.038246687,0.216789791,0.091354544,0.05508568,0.073457843,0.018359073,0.010579346,0.271425199,0.028010652,1.440932466,0.057722986,0.503095337,0.029800509,0.091216829,0.232756003,0.090983982,0.461284707,0.116259943,0.031786091,0.476739086,0.008516116,0.065584944,0.010284327,0.0894894,0.012116728,0.493778071,0.157891873,0.116863285,0.031407873,0.027616742,0.149508261,0.00637117,0.302884383,0.070424419,0.094754033,0.074157579,0.046916302,0.321294573,0.04489664,0.39138768,0.038947001,0.077933577,0.88464102,0.050509097,0.220644202,0.125028935,0.55473635,0.290139007,0.070564904,0.19586989,0.014466824,0.007301127,0.027437714,0.139744899,0.114996858,0.063042538,0.356996746,0.027562767,0.024230514,0.075267086,0.339163732,0.276820913,0.388254137,0.025365312,0.197829938,0.073303238,0.465828676,0.228843449,0.007488357,0.046589899,0.312628957,0.022606081,0.056670394,0.024889709,0.163385606,0.016395719,0.343364048,0.024141788,0.030767628,0.022385951,0.120916947,0.046253928,0.710027724,0.159819443,0.263517073,0.288951958,0.07490131,0.082747867,0.07290136,0.229890384,0.008692139,0.006941523,0.03306114,0.11909904,0.026883252,0.325469464,0.068818992,0.021117457,0.048630526,0.132334066,0.986392746,0.028408928,0.292419222,0.57136419,0.075828729,0.374622928,0.269283294,0.672369102,0.101727601,0.052351516,0.109981398,0.335039032,0.263467573,0.016123762,0.021361414,0.50420468,0.038716404,0.235073052,0.046847787,0.701307823,0.536621622
